Source;Target;Type;id;label;timeset;weight
6;21;Directed;272;;;10.0
6;22;Directed;273;;;21.0
6;23;Directed;274;;;23.0
6;24;Directed;275;;;12.0
6;25;Directed;276;;;6.0
6;26;Directed;277;;;9.0
6;27;Directed;278;;;36.0
6;28;Directed;279;;;12.0
6;29;Directed;280;;;12.0
6;30;Directed;281;;;1938.0
6;31;Directed;282;;;47.0
6;32;Directed;283;;;24.0
6;33;Directed;284;;;16.0
6;34;Directed;285;;;3.0
6;35;Directed;286;;;22.0
6;36;Directed;287;;;19.0
6;37;Directed;288;;;12.0
6;38;Directed;289;;;11.0
6;39;Directed;290;;;146.0
6;40;Directed;291;;;29.0
6;41;Directed;292;;;69.0
6;42;Directed;293;;;14.0
6;43;Directed;294;;;16.0
6;44;Directed;295;;;10.0
6;45;Directed;296;;;8.0
6;46;Directed;297;;;158.0
6;47;Directed;298;;;55.0
6;48;Directed;299;;;137.0
6;49;Directed;300;;;16.0
6;50;Directed;301;;;19.0
6;51;Directed;302;;;3.0
6;52;Directed;303;;;1.0
7;1;Directed;304;;;25.0
7;2;Directed;305;;;167.0
7;3;Directed;306;;;51.0
7;4;Directed;307;;;23.0
7;5;Directed;308;;;25.0
7;6;Directed;309;;;15.0
7;8;Directed;310;;;331.0
7;9;Directed;311;;;487.0
7;10;Directed;312;;;91.0
7;11;Directed;313;;;28.0
7;12;Directed;314;;;640.0
7;13;Directed;315;;;168.0
7;14;Directed;316;;;32.0
7;15;Directed;317;;;41.0
7;16;Directed;318;;;86.0
7;17;Directed;319;;;186.0
7;18;Directed;320;;;31.0
7;19;Directed;321;;;22.0
7;20;Directed;322;;;71.0
7;21;Directed;323;;;73.0
7;22;Directed;324;;;73.0
7;23;Directed;325;;;51.0
7;24;Directed;326;;;170.0
7;25;Directed;327;;;17.0
7;26;Directed;328;;;36.0
7;27;Directed;329;;;31.0
7;28;Directed;330;;;38.0
7;29;Directed;331;;;13.0
7;30;Directed;332;;;1597.0
7;31;Directed;333;;;235.0
7;32;Directed;334;;;81.0
7;33;Directed;335;;;52.0
7;34;Directed;336;;;9.0
7;35;Directed;337;;;7.0
7;36;Directed;338;;;139.0
7;37;Directed;339;;;43.0
7;38;Directed;340;;;33.0
7;39;Directed;341;;;70.0
7;40;Directed;342;;;113.0
7;41;Directed;343;;;18.0
7;42;Directed;344;;;628.0
7;43;Directed;345;;;9.0
7;44;Directed;346;;;58.0
7;45;Directed;347;;;4.0
7;46;Directed;348;;;184.0
7;47;Directed;349;;;127.0
7;48;Directed;350;;;52.0
7;49;Directed;351;;;12.0
7;50;Directed;352;;;97.0
7;51;Directed;353;;;20.0
7;52;Directed;354;;;12.0
8;1;Directed;355;;;116.0
8;2;Directed;356;;;637.0
8;3;Directed;357;;;196.0
8;4;Directed;358;;;31.0
8;5;Directed;359;;;260.0
8;6;Directed;360;;;16.0
8;7;Directed;361;;;169.0
8;9;Directed;362;;;2592.0
8;10;Directed;363;;;149.0
8;11;Directed;364;;;56.0
8;12;Directed;365;;;88.0
8;13;Directed;366;;;354.0
8;14;Directed;367;;;92.0
8;15;Directed;368;;;161.0
8;16;Directed;369;;;111.0
8;17;Directed;370;;;223.0
8;18;Directed;371;;;224.0
8;19;Directed;372;;;38.0
8;20;Directed;373;;;109.0
8;21;Directed;374;;;268.0
8;22;Directed;375;;;578.0
8;23;Directed;376;;;53.0
8;24;Directed;377;;;83.0
8;25;Directed;378;;;69.0
8;26;Directed;379;;;191.0
8;27;Directed;380;;;101.0
8;28;Directed;381;;;109.0
8;29;Directed;382;;;36.0
8;30;Directed;383;;;2164.0
8;31;Directed;384;;;505.0
8;32;Directed;385;;;341.0
8;33;Directed;386;;;110.0
8;34;Directed;387;;;50.0
8;35;Directed;388;;;20.0
8;36;Directed;389;;;414.0
8;37;Directed;390;;;210.0
8;38;Directed;391;;;41.0
8;39;Directed;392;;;75.0
8;40;Directed;393;;;341.0
8;41;Directed;394;;;25.0
8;42;Directed;395;;;492.0
8;43;Directed;396;;;15.0
8;44;Directed;397;;;205.0
8;45;Directed;398;;;30.0
8;46;Directed;399;;;89.0
8;47;Directed;400;;;1066.0
8;48;Directed;401;;;89.0
8;49;Directed;402;;;36.0
8;50;Directed;403;;;173.0
8;51;Directed;404;;;22.0
8;52;Directed;405;;;50.0
9;1;Directed;406;;;154.0
9;2;Directed;407;;;1149.0
9;3;Directed;408;;;850.0
9;4;Directed;409;;;221.0
9;5;Directed;410;;;333.0
9;6;Directed;411;;;55.0
9;7;Directed;412;;;406.0
9;8;Directed;413;;;2568.0
9;10;Directed;414;;;540.0
9;11;Directed;415;;;152.0
9;12;Directed;416;;;212.0
9;13;Directed;417;;;638.0
9;14;Directed;418;;;241.0
9;15;Directed;419;;;687.0
9;16;Directed;420;;;219.0
9;17;Directed;421;;;455.0
9;18;Directed;422;;;461.0
9;19;Directed;423;;;146.0
9;20;Directed;424;;;404.0
9;21;Directed;425;;;5704.0
9;22;Directed;426;;;784.0
9;23;Directed;427;;;122.0
9;24;Directed;428;;;232.0
9;25;Directed;429;;;472.0
9;26;Directed;430;;;313.0
9;27;Directed;431;;;290.0
9;28;Directed;432;;;2016.0
9;29;Directed;433;;;296.0
9;30;Directed;434;;;4368.0
9;31;Directed;435;;;1200.0
9;32;Directed;436;;;812.0
9;33;Directed;437;;;441.0
9;34;Directed;438;;;253.0
9;35;Directed;439;;;71.0
9;36;Directed;440;;;647.0
9;37;Directed;441;;;318.0
9;38;Directed;442;;;191.0
9;39;Directed;443;;;153.0
9;40;Directed;444;;;640.0
9;41;Directed;445;;;43.0
9;42;Directed;446;;;809.0
9;43;Directed;447;;;81.0
9;44;Directed;448;;;5646.0
9;45;Directed;449;;;240.0
9;46;Directed;450;;;219.0
9;47;Directed;451;;;1554.0
9;48;Directed;452;;;171.0
9;49;Directed;453;;;99.0
9;50;Directed;454;;;849.0
9;51;Directed;455;;;95.0
9;52;Directed;456;;;156.0
